val_acc,epoch,step,train_loss,train_acc,test_acc
0.17599999904632568,0,0,,,
0.18400000035762787,1,1,,,
0.18400000035762787,2,2,,,
0.1860000044107437,3,3,,,
0.2240000218153,4,4,,,
0.2540000081062317,5,5,,,
0.28600001335144043,6,6,,,
0.3100000023841858,7,7,,,
0.3580000102519989,8,8,,,
0.3839999735355377,9,9,,,
0.4180000424385071,10,10,,,
0.4480000436306,11,11,,,
0.4740000069141388,12,12,,,
0.5080000162124634,13,13,,,
0.5180000066757202,14,14,,,
0.5320000052452087,15,15,,,
0.550000011920929,16,16,,,
0.5759999752044678,17,17,,,
0.6060000061988831,18,18,,,
0.6159999966621399,19,19,,,
0.628000020980835,20,20,,,
0.6520000100135803,21,21,,,
0.6800000071525574,22,22,,,
0.6859999895095825,23,23,,,
0.6959999799728394,24,24,,,
0.7080000042915344,25,25,,,
0.722000002861023,26,26,,,
0.734000027179718,27,27,,,
0.7400000095367432,28,28,,,
0.7480000257492065,29,29,,,
0.75,30,30,,,
0.7440000176429749,31,31,,,
0.75,32,32,,,
0.75,33,33,,,
0.75,34,34,,,
0.7519999742507935,35,35,,,
0.7540000081062317,36,36,,,
0.7580000162124634,37,37,,,
0.7580000162124634,38,38,,,
0.7580000162124634,39,39,,,
0.7559999823570251,40,40,,,
0.7559999823570251,41,41,,,
0.7559999823570251,42,42,,,
0.7540000081062317,43,43,,,
0.7540000081062317,44,44,,,
0.7540000081062317,45,45,,,
0.7580000162124634,46,46,,,
0.7580000162124634,47,47,,,
0.7719999551773071,48,48,,,
,49,49,0.2306945025920868,0.949999988079071,
0.7739999890327454,49,49,,,
0.777999997138977,50,50,,,
0.7759999632835388,51,51,,,
0.7739999890327454,52,52,,,
0.7759999632835388,53,53,,,
0.777999997138977,54,54,,,
0.7799999713897705,55,55,,,
0.7820000052452087,56,56,,,
0.7820000052452087,57,57,,,
0.7820000052452087,58,58,,,
0.7820000052452087,59,59,,,
0.7860000133514404,60,60,,,
0.7839999794960022,61,61,,,
0.7839999794960022,62,62,,,
0.7839999794960022,63,63,,,
0.7820000052452087,64,64,,,
0.7860000133514404,65,65,,,
0.7860000133514404,66,66,,,
0.7860000133514404,67,67,,,
0.7860000133514404,68,68,,,
0.7839999794960022,69,69,,,
0.7820000052452087,70,70,,,
0.7839999794960022,71,71,,,
0.7860000133514404,72,72,,,
0.7839999794960022,73,73,,,
0.7820000052452087,74,74,,,
0.7820000052452087,75,75,,,
0.7820000052452087,76,76,,,
0.7820000052452087,77,77,,,
0.7820000052452087,78,78,,,
0.7820000052452087,79,79,,,
0.7820000052452087,80,80,,,
0.7820000052452087,81,81,,,
0.7799999713897705,82,82,,,
0.7820000052452087,83,83,,,
0.7860000133514404,84,84,,,
0.7860000133514404,85,85,,,
0.7860000133514404,86,86,,,
0.7820000052452087,87,87,,,
0.7820000052452087,88,88,,,
