val_acc,epoch,step,train_loss,train_acc,test_acc
0.6842105388641357,0,2,,,
0.6842105388641357,1,5,,,
0.6842105388641357,2,8,,,
0.6842105388641357,3,11,,,
0.6842105388641357,4,14,,,
0.6842105388641357,5,17,,,
0.6842105388641357,6,20,,,
0.6842105388641357,7,23,,,
0.6842105388641357,8,26,,,
0.6842105388641357,9,29,,,
0.6842105388641357,10,32,,,
0.6842105388641357,11,35,,,
0.7631579041481018,12,38,,,
0.6842105388641357,13,41,,,
0.6842105388641357,14,44,,,
0.7105262875556946,15,47,,,
,16,49,0.4866393208503723,0.71875,
0.6842105388641357,16,50,,,
0.8157894611358643,17,53,,,
0.7894737124443054,18,56,,,
0.7631579041481018,19,59,,,
0.7631579041481018,20,62,,,
0.7631579041481018,21,65,,,
0.7105262875556946,22,68,,,
0.7631579041481018,23,71,,,
0.7368420958518982,24,74,,,
0.7368420958518982,25,77,,,
0.7368420958518982,26,80,,,
0.7631579041481018,27,83,,,
0.7105262875556946,28,86,,,
0.7105262875556946,29,89,,,
0.7368420958518982,30,92,,,
0.7105262875556946,31,95,,,
0.7368420958518982,32,98,,,
,33,99,0.37374594807624817,0.796875,
0.7368420958518982,33,101,,,
0.7368420958518982,34,104,,,
0.7105262875556946,35,107,,,
0.7368420958518982,36,110,,,
0.7368420958518982,37,113,,,
0.7368420958518982,38,116,,,
0.7631579041481018,39,119,,,
0.7368420958518982,40,122,,,
0.7105262875556946,41,125,,,
0.7894737124443054,42,128,,,
0.7368420958518982,43,131,,,
0.7105262875556946,44,134,,,
0.7105262875556946,45,137,,,
0.7105262875556946,46,140,,,
0.7105262875556946,47,143,,,
0.7105262875556946,48,146,,,
,49,149,0.5015515089035034,0.6363636255264282,
0.7105262875556946,49,149,,,
0.7105262875556946,50,152,,,
0.7105262875556946,51,155,,,
0.7105262875556946,52,158,,,
0.7105262875556946,53,161,,,
0.7105262875556946,54,164,,,
0.6842105388641357,55,167,,,
0.7105262875556946,56,170,,,
0.7105262875556946,57,173,,,
0.7894737124443054,58,176,,,
0.6842105388641357,59,179,,,
0.7105262875556946,60,182,,,
0.6842105388641357,61,185,,,
0.7368420958518982,62,188,,,
0.8157894611358643,63,191,,,
0.6842105388641357,64,194,,,
0.6842105388641357,65,197,,,
,66,199,0.33902791142463684,0.78125,
0.7105262875556946,66,200,,,
0.6842105388641357,67,203,,,
0.7105262875556946,68,206,,,
0.7105262875556946,69,209,,,
0.7105262875556946,70,212,,,
0.7105262875556946,71,215,,,
0.7105262875556946,72,218,,,
0.6842105388641357,73,221,,,
0.7631579041481018,74,224,,,
0.7368420958518982,75,227,,,
0.6842105388641357,76,230,,,
0.7631579041481018,77,233,,,
0.7368420958518982,78,236,,,
0.7631579041481018,79,239,,,
0.7105262875556946,80,242,,,
0.7105262875556946,81,245,,,
0.8157894611358643,82,248,,,
,83,249,0.34948229789733887,0.84375,
0.7105262875556946,83,251,,,
0.7105262875556946,84,254,,,
0.7105262875556946,85,257,,,
0.7368420958518982,86,260,,,
0.7105262875556946,87,263,,,
0.8157894611358643,88,266,,,
0.7105262875556946,89,269,,,
0.6842105388641357,90,272,,,
0.8157894611358643,91,275,,,
0.6842105388641357,92,278,,,
0.6842105388641357,93,281,,,
0.7105262875556946,94,284,,,
0.7368420958518982,95,287,,,
0.6842105388641357,96,290,,,
0.6842105388641357,97,293,,,
0.6842105388641357,98,296,,,
,99,299,0.43745118379592896,0.7727272510528564,
0.6842105388641357,99,299,,,
0.7368420958518982,100,302,,,
0.7368420958518982,101,305,,,
0.6842105388641357,102,308,,,
0.7631579041481018,103,311,,,
0.7631579041481018,104,314,,,
0.6842105388641357,105,317,,,
0.7631579041481018,106,320,,,
0.7368420958518982,107,323,,,
0.7368420958518982,108,326,,,
0.7368420958518982,109,329,,,
0.7631579041481018,110,332,,,
0.6842105388641357,111,335,,,
0.7368420958518982,112,338,,,
0.7894737124443054,113,341,,,
0.6842105388641357,114,344,,,
0.7631579041481018,115,347,,,
,116,349,0.2697407603263855,0.859375,
0.6842105388641357,116,350,,,
0.7631579041481018,117,353,,,
0.7368420958518982,118,356,,,
0.7105262875556946,119,359,,,
0.7105262875556946,120,362,,,
0.7368420958518982,121,365,,,
0.7631579041481018,122,368,,,
0.7105262875556946,123,371,,,
0.7368420958518982,124,374,,,
0.7368420958518982,125,377,,,
0.7368420958518982,126,380,,,
0.7894737124443054,127,383,,,
0.6842105388641357,128,386,,,
0.7368420958518982,129,389,,,
0.7368420958518982,130,392,,,
0.7368420958518982,131,395,,,
0.7631579041481018,132,398,,,
,133,399,0.3125818371772766,0.859375,
0.7631579041481018,133,401,,,
0.6842105388641357,134,404,,,
0.7894737124443054,135,407,,,
0.7368420958518982,136,410,,,
0.7368420958518982,137,413,,,
0.7368420958518982,138,416,,,
0.7631579041481018,139,419,,,
0.6842105388641357,140,422,,,
0.7368420958518982,141,425,,,
0.7368420958518982,142,428,,,
0.7368420958518982,143,431,,,
0.7368420958518982,144,434,,,
0.7368420958518982,145,437,,,
0.7368420958518982,146,440,,,
0.7368420958518982,147,443,,,
0.7631579041481018,148,446,,,
,149,449,0.22213487327098846,0.9090909361839294,
0.7368420958518982,149,449,,,
0.7368420958518982,150,452,,,
0.7105262875556946,151,455,,,
0.7368420958518982,152,458,,,
