val_acc,epoch,step,train_loss,train_acc,test_acc
0.31578946113586426,0,2,,,
0.6842105388641357,1,5,,,
0.31578946113586426,2,8,,,
0.6842105388641357,3,11,,,
0.6842105388641357,4,14,,,
0.6842105388641357,5,17,,,
0.6842105388641357,6,20,,,
0.7368420958518982,7,23,,,
0.6842105388641357,8,26,,,
0.7631579041481018,9,29,,,
0.7631579041481018,10,32,,,
0.7368420958518982,11,35,,,
0.7631579041481018,12,38,,,
0.7631579041481018,13,41,,,
0.7631579041481018,14,44,,,
0.7894737124443054,15,47,,,
,16,49,0.38215112686157227,0.84375,
0.8157894611358643,16,50,,,
0.7894737124443054,17,53,,,
0.7894737124443054,18,56,,,
0.8157894611358643,19,59,,,
0.7631579041481018,20,62,,,
0.7894737124443054,21,65,,,
0.7631579041481018,22,68,,,
0.7894737124443054,23,71,,,
0.7105262875556946,24,74,,,
0.7105262875556946,25,77,,,
0.7894737124443054,26,80,,,
0.7631579041481018,27,83,,,
0.6842105388641357,28,86,,,
0.7105262875556946,29,89,,,
0.6842105388641357,30,92,,,
0.6842105388641357,31,95,,,
0.7368420958518982,32,98,,,
,33,99,0.32811951637268066,0.796875,
0.7368420958518982,33,101,,,
0.7105262875556946,34,104,,,
0.7368420958518982,35,107,,,
0.7631579041481018,36,110,,,
0.7894737124443054,37,113,,,
0.7894737124443054,38,116,,,
0.7368420958518982,39,119,,,
0.7631579041481018,40,122,,,
0.7894737124443054,41,125,,,
0.7894737124443054,42,128,,,
0.7894737124443054,43,131,,,
0.7894737124443054,44,134,,,
0.7894737124443054,45,137,,,
0.8157894611358643,46,140,,,
0.8157894611358643,47,143,,,
0.8157894611358643,48,146,,,
,49,149,0.12796813249588013,0.9545454382896423,
0.7894737124443054,49,149,,,
0.7894737124443054,50,152,,,
0.8157894611358643,51,155,,,
0.7368420958518982,52,158,,,
0.7894737124443054,53,161,,,
0.7631579041481018,54,164,,,
0.7894737124443054,55,167,,,
0.7631579041481018,56,170,,,
0.7894737124443054,57,173,,,
0.8157894611358643,58,176,,,
0.8157894611358643,59,179,,,
0.8157894611358643,60,182,,,
0.8157894611358643,61,185,,,
0.8421052694320679,62,188,,,
0.8157894611358643,63,191,,,
0.8421052694320679,64,194,,,
0.8684210777282715,65,197,,,
,66,199,0.22410807013511658,0.921875,
0.8421052694320679,66,200,,,
0.8421052694320679,67,203,,,
0.8684210777282715,68,206,,,
0.8157894611358643,69,209,,,
0.8421052694320679,70,212,,,
0.8421052694320679,71,215,,,
0.8421052694320679,72,218,,,
0.8684210777282715,73,221,,,
0.8421052694320679,74,224,,,
0.8684210777282715,75,227,,,
0.8684210777282715,76,230,,,
0.8421052694320679,77,233,,,
0.7894737124443054,78,236,,,
0.8157894611358643,79,239,,,
0.8684210777282715,80,242,,,
0.8421052694320679,81,245,,,
0.8421052694320679,82,248,,,
,83,249,0.2171974778175354,0.875,
0.8421052694320679,83,251,,,
0.8684210777282715,84,254,,,
0.8421052694320679,85,257,,,
0.8421052694320679,86,260,,,
0.8421052694320679,87,263,,,
0.8157894611358643,88,266,,,
0.8684210777282715,89,269,,,
0.8157894611358643,90,272,,,
0.8684210777282715,91,275,,,
0.8684210777282715,92,278,,,
0.8684210777282715,93,281,,,
0.8684210777282715,94,284,,,
0.8684210777282715,95,287,,,
0.8684210777282715,96,290,,,
0.8684210777282715,97,293,,,
0.8157894611358643,98,296,,,
,99,299,0.2918076515197754,0.9090909361839294,
0.8421052694320679,99,299,,,
0.8421052694320679,100,302,,,
0.8684210777282715,101,305,,,
0.8684210777282715,102,308,,,
0.8421052694320679,103,311,,,
0.8684210777282715,104,314,,,
0.8684210777282715,105,317,,,
0.8684210777282715,106,320,,,
0.8421052694320679,107,323,,,
0.8157894611358643,108,326,,,
0.8684210777282715,109,329,,,
0.8157894611358643,110,332,,,
0.8684210777282715,111,335,,,
0.8684210777282715,112,338,,,
0.8421052694320679,113,341,,,
0.8684210777282715,114,344,,,
0.8157894611358643,115,347,,,
,116,349,0.10657216608524323,0.96875,
0.8684210777282715,116,350,,,
0.8157894611358643,117,353,,,
0.8684210777282715,118,356,,,
0.8684210777282715,119,359,,,
0.8684210777282715,120,362,,,
0.8684210777282715,121,365,,,
0.8684210777282715,122,368,,,
0.8684210777282715,123,371,,,
0.8684210777282715,124,374,,,
0.8157894611358643,125,377,,,
0.8157894611358643,126,380,,,
0.8684210777282715,127,383,,,
0.8684210777282715,128,386,,,
0.8947368264198303,129,389,,,
0.8684210777282715,130,392,,,
0.8684210777282715,131,395,,,
0.8947368264198303,132,398,,,
,133,399,0.18766620755195618,0.890625,
0.8684210777282715,133,401,,,
0.8157894611358643,134,404,,,
0.8684210777282715,135,407,,,
0.9210526347160339,136,410,,,
0.8684210777282715,137,413,,,
0.8684210777282715,138,416,,,
0.8947368264198303,139,419,,,
0.8684210777282715,140,422,,,
0.8947368264198303,141,425,,,
0.8684210777282715,142,428,,,
0.8947368264198303,143,431,,,
0.9210526347160339,144,434,,,
0.8684210777282715,145,437,,,
0.8684210777282715,146,440,,,
0.8684210777282715,147,443,,,
0.8947368264198303,148,446,,,
,149,449,0.17651797831058502,0.9090909361839294,
0.8947368264198303,149,449,,,
0.8947368264198303,150,452,,,
0.8684210777282715,151,455,,,
0.8684210777282715,152,458,,,
0.8157894611358643,153,461,,,
0.8157894611358643,154,464,,,
0.8947368264198303,155,467,,,
0.8947368264198303,156,470,,,
